GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,AREANAME,AE7001
"G0100010","1930","Alabama","010","Autauga","0010","Autauga",25
"G0100030","1930","Alabama","010","Baldwin","0030","Baldwin",52
"G0100050","1930","Alabama","010","Barbour","0050","Barbour",17
"G0100070","1930","Alabama","010","Bibb","0070","Bibb",21
"G0100090","1930","Alabama","010","Blount","0090","Blount",26
"G0100110","1930","Alabama","010","Bullock","0110","Bullock",15
"G0100130","1930","Alabama","010","Butler","0130","Butler",22
"G0100150","1930","Alabama","010","Calhoun","0150","Calhoun",31
"G0100170","1930","Alabama","010","Chambers","0170","Chambers",23
"G0100190","1930","Alabama","010","Cherokee","0190","Cherokee",32
"G0100210","1930","Alabama","010","Chilton","0210","Chilton",28
"G0100230","1930","Alabama","010","Choctaw","0230","Choctaw",15
"G0100250","1930","Alabama","010","Clarke","0250","Clarke",15
"G0100270","1930","Alabama","010","Clay","0270","Clay",20
"G0100290","1930","Alabama","010","Cleburne","0290","Cleburne",16
"G0100310","1930","Alabama","010","Coffee","0310","Coffee",27
"G0100330","1930","Alabama","010","Colbert","0330","Colbert",53
"G0100350","1930","Alabama","010","Conecuh","0350","Conecuh",27
"G0100370","1930","Alabama","010","Coosa","0370","Coosa",13
"G0100390","1930","Alabama","010","Covington","0390","Covington",29
"G0100410","1930","Alabama","010","Crenshaw","0410","Crenshaw",26
"G0100430","1930","Alabama","010","Cullman","0430","Cullman",35
"G0100450","1930","Alabama","010","Dale","0450","Dale",23
"G0100470","1930","Alabama","010","Dallas","0470","Dallas",26
"G0100490","1930","Alabama","010","DeKalb","0490","Dekalb",36
"G0100510","1930","Alabama","010","Elmore","0510","Elmore",37
"G0100530","1930","Alabama","010","Escambia","0530","Escambia",42
"G0100550","1930","Alabama","010","Etowah","0550","Etowah",41
"G0100570","1930","Alabama","010","Fayette","0570","Fayette",14
"G0100590","1930","Alabama","010","Franklin","0590","Franklin",27
"G0100610","1930","Alabama","010","Geneva","0610","Geneva",40
"G0100630","1930","Alabama","010","Greene","0630","Greene",23
"G0100650","1930","Alabama","010","Hale","0650","Hale",35
"G0100670","1930","Alabama","010","Henry","0670","Henry",28
"G0100690","1930","Alabama","010","Houston","0690","Houston",47
"G0100710","1930","Alabama","010","Jackson","0710","Jackson",31
"G0100730","1930","Alabama","010","Jefferson","0730","Jefferson",89
"G0100750","1930","Alabama","010","Lamar","0750","Lamar",14
"G0100770","1930","Alabama","010","Lauderdale","0770","Lauderdale",41
"G0100790","1930","Alabama","010","Lawrence","0790","Lawrence",38
"G0100810","1930","Alabama","010","Lee","0810","Lee",21
"G0100830","1930","Alabama","010","Limestone","0830","Limestone",46
"G0100850","1930","Alabama","010","Lowndes","0850","Lowndes",21
"G0100870","1930","Alabama","010","Macon","0870","Macon",27
"G0100890","1930","Alabama","010","Madison","0890","Madison",44
"G0100910","1930","Alabama","010","Marengo","0910","Marengo",22
"G0100930","1930","Alabama","010","Marion","0930","Marion",17
"G0100950","1930","Alabama","010","Marshall","0950","Marshall",47
"G0100970","1930","Alabama","010","Mobile","0970","Mobile",80
"G0100990","1930","Alabama","010","Monroe","0990","Monroe",25
"G0101010","1930","Alabama","010","Montgomery","1010","Montgomery",36
"G0101030","1930","Alabama","010","Morgan","1030","Morgan",41
"G0101050","1930","Alabama","010","Perry","1050","Perry",24
"G0101070","1930","Alabama","010","Pickens","1070","Pickens",19
"G0101090","1930","Alabama","010","Pike","1090","Pike",25
"G0101110","1930","Alabama","010","Randolph","1110","Randolph",22
"G0101130","1930","Alabama","010","Russell","1130","Russell",16
"G0101150","1930","Alabama","010","St Clair","1150","St Clair",25
"G0101170","1930","Alabama","010","Shelby","1170","Shelby",28
"G0101190","1930","Alabama","010","Sumter","1190","Sumter",23
"G0101210","1930","Alabama","010","Talladega","1210","Talladega",26
"G0101230","1930","Alabama","010","Tallapoosa","1230","Tallapoosa",20
"G0101250","1930","Alabama","010","Tuscaloosa","1250","Tuscaloosa",26
"G0101270","1930","Alabama","010","Walker","1270","Walker",25
"G0101290","1930","Alabama","010","Washington","1290","Washington",15
"G0101310","1930","Alabama","010","Wilcox","1310","Wilcox",17
"G0101330","1930","Alabama","010","Winston","1330","Winston",15
"G0400010","1930","Arizona","040","Apache","0010","Apache",3
"G0400030","1930","Arizona","040","Cochise","0030","Cochise",4
"G0400050","1930","Arizona","040","Coconino","0050","Coconino",3
"G0400070","1930","Arizona","040","Gila","0070","Gila",14
"G0400090","1930","Arizona","040","Graham","0090","Graham",17
"G0400110","1930","Arizona","040","Greenlee","0110","Greenlee",23
"G0400130","1930","Arizona","040","Maricopa","0130","Maricopa",181
"G0400150","1930","Arizona","040","Mohave","0150","Mohave",4
"G0400170","1930","Arizona","040","Navajo","0170","Navajo",3
"G0400190","1930","Arizona","040","Pima","0190","Pima",8
"G0400210","1930","Arizona","040","Pinal","0210","Pinal",36
"G0400230","1930","Arizona","040","Santa Cruz","0230","Santa Cruz",7
"G0400250","1930","Arizona","040","Yavapai","0250","Yavapai",5
"G0400270","1930","Arizona","040","Yuma","0270","Yuma",164
"G0500010","1930","Arkansas","050","Arkansas","0010","Arkansas",38
"G0500030","1930","Arkansas","050","Ashley","0030","Ashley",40
"G0500050","1930","Arkansas","050","Baxter","0050","Baxter",18
"G0500070","1930","Arkansas","050","Benton","0070","Benton",50
"G0500090","1930","Arkansas","050","Boone","0090","Boone",23
"G0500110","1930","Arkansas","050","Bradley","0110","Bradley",24
"G0500130","1930","Arkansas","050","Calhoun","0130","Calhoun",21
"G0500150","1930","Arkansas","050","Carroll","0150","Carroll",26
"G0500170","1930","Arkansas","050","Chicot","0170","Chicot",58
"G0500190","1930","Arkansas","050","Clark","0190","Clark",23
"G0500210","1930","Arkansas","050","Clay","0210","Clay",37
"G0500230","1930","Arkansas","050","Cleburne","0230","Cleburne",19
"G0500250","1930","Arkansas","050","Cleveland","0250","Cleveland",18
"G0500270","1930","Arkansas","050","Columbia","0270","Columbia",30
"G0500290","1930","Arkansas","050","Conway","0290","Conway",28
"G0500310","1930","Arkansas","050","Craighead","0310","Craighead",61
"G0500330","1930","Arkansas","050","Crawford","0330","Crawford",29
"G0500350","1930","Arkansas","050","Crittenden","0350","Crittenden",74
"G0500370","1930","Arkansas","050","Cross","0370","Cross",55
"G0500390","1930","Arkansas","050","Dallas","0390","Dallas",21
"G0500410","1930","Arkansas","050","Desha","0410","Desha",50
"G0500430","1930","Arkansas","050","Drew","0430","Drew",27
"G0500450","1930","Arkansas","050","Faulkner","0450","Faulkner",28
"G0500470","1930","Arkansas","050","Franklin","0470","Franklin",24
"G0500490","1930","Arkansas","050","Fulton","0490","Fulton",13
"G0500510","1930","Arkansas","050","Garland","0510","Garland",31
"G0500530","1930","Arkansas","050","Grant","0530","Grant",20
"G0500550","1930","Arkansas","050","Greene","0550","Greene",39
"G0500570","1930","Arkansas","050","Hempstead","0570","Hempstead",31
"G0500590","1930","Arkansas","050","Hot Spring","0590","Hot Spring",22
"G0500610","1930","Arkansas","050","Howard","0610","Howard",33
"G0500630","1930","Arkansas","050","Independence","0630","Independence",26
"G0500650","1930","Arkansas","050","Izard","0650","Izard",14
"G0500670","1930","Arkansas","050","Jackson","0670","Jackson",48
"G0500690","1930","Arkansas","050","Jefferson","0690","Jefferson",56
"G0500710","1930","Arkansas","050","Johnson","0710","Johnson",28
"G0500730","1930","Arkansas","050","Lafayette","0730","Lafayette",40
"G0500750","1930","Arkansas","050","Lawrence","0750","Lawrence",40
"G0500770","1930","Arkansas","050","Lee","0770","Lee",44
"G0500790","1930","Arkansas","050","Lincoln","0790","Lincoln",37
"G0500810","1930","Arkansas","050","Little River","0810","Little River",31
"G0500830","1930","Arkansas","050","Logan","0830","Logan",27
"G0500850","1930","Arkansas","050","Lonoke","0850","Lonoke",48
"G0500870","1930","Arkansas","050","Madison","0870","Madison",14
"G0500890","1930","Arkansas","050","Marion","0890","Marion",18
"G0500910","1930","Arkansas","050","Miller","0910","Miller",44
"G0500930","1930","Arkansas","050","Mississippi","0930","Mississippi",97
"G0500950","1930","Arkansas","050","Monroe","0950","Monroe",44
"G0500970","1930","Arkansas","050","Montgomery","0970","Montgomery",18
"G0500990","1930","Arkansas","050","Nevada","0990","Nevada",22
"G0501010","1930","Arkansas","050","Newton","1010","Newton",13
"G0501030","1930","Arkansas","050","Ouachita","1030","Ouachita",27
"G0501050","1930","Arkansas","050","Perry","1050","Perry",24
"G0501070","1930","Arkansas","050","Phillips","1070","Phillips",47
"G0501090","1930","Arkansas","050","Pike","1090","Pike",22
"G0501110","1930","Arkansas","050","Poinsett","1110","Poinsett",56
"G0501130","1930","Arkansas","050","Polk","1130","Polk",18
"G0501150","1930","Arkansas","050","Pope","1150","Pope",29
"G0501170","1930","Arkansas","050","Prairie","1170","Prairie",30
"G0501190","1930","Arkansas","050","Pulaski","1190","Pulaski",65
"G0501210","1930","Arkansas","050","Randolph","1210","Randolph",29
"G0501230","1930","Arkansas","050","St Francis","1230","St Francis",47
"G0501250","1930","Arkansas","050","Saline","1250","Saline",23
"G0501270","1930","Arkansas","050","Scott","1270","Scott",21
"G0501290","1930","Arkansas","050","Searcy","1290","Searcy",16
"G0501310","1930","Arkansas","050","Sebastian","1310","Sebastian",34
"G0501330","1930","Arkansas","050","Sevier","1330","Sevier",26
"G0501350","1930","Arkansas","050","Sharp","1350","Sharp",14
"G0501370","1930","Arkansas","050","Stone","1370","Stone",11
"G0501390","1930","Arkansas","050","Union","1390","Union",30
"G0501410","1930","Arkansas","050","Van Buren","1410","Van Buren",15
"G0501430","1930","Arkansas","050","Washington","1430","Washington",42
"G0501450","1930","Arkansas","050","White","1450","White",29
"G0501470","1930","Arkansas","050","Woodruff","1470","Woodruff",49
"G0501490","1930","Arkansas","050","Yell","1490","Yell",32
"G0600010","1930","California","060","Alameda","0010","Alameda",168
"G0600030","1930","California","060","Alpine","0030","Alpine",37
"G0600050","1930","California","060","Amador","0050","Amador",20
"G0600070","1930","California","060","Butte","0070","Butte",78
"G0600090","1930","California","060","Calaveras","0090","Calaveras",17
"G0600110","1930","California","060","Colusa","0110","Colusa",70
"G0600130","1930","California","060","Contra Costa","0130","Contra Costa",131
"G0600150","1930","California","060","Del Norte","0150","Del Norte",100
"G0600170","1930","California","060","El Dorado","0170","El Dorado",33
"G0600190","1930","California","060","Fresno","0190","Fresno",96
"G0600210","1930","California","060","Glenn","0210","Glenn",65
"G0600230","1930","California","060","Humboldt","0230","Humboldt",41
"G0600250","1930","California","060","Imperial","0250","Imperial",156
"G0600270","1930","California","060","Inyo","0270","Inyo",143
"G0600290","1930","California","060","Kern","0290","Kern",44
"G0600310","1930","California","060","Kings","0310","Kings",68
"G0600330","1930","California","060","Lake","0330","Lake",75
"G0600350","1930","California","060","Lassen","0350","Lassen",21
"G0600370","1930","California","060","Los Angeles","0370","Los Angeles",907
"G0600390","1930","California","060","Madera","0390","Madera",45
"G0600410","1930","California","060","Marin","0410","Marin",61
"G0600430","1930","California","060","Mariposa","0430","Mariposa",14
"G0600450","1930","California","060","Mendocino","0450","Mendocino",33
"G0600470","1930","California","060","Merced","0470","Merced",82
"G0600490","1930","California","060","Modoc","0490","Modoc",25
"G0600510","1930","California","060","Mono","0510","Mono",39
"G0600530","1930","California","060","Monterey","0530","Monterey",54
"G0600550","1930","California","060","Napa","0550","Napa",113
"G0600570","1930","California","060","Nevada","0570","Nevada",34
"G0600590","1930","California","060","Orange","0590","Orange",950
"G0600610","1930","California","060","Placer","0610","Placer",72
"G0600630","1930","California","060","Plumas","0630","Plumas",22
"G0600650","1930","California","060","Riverside","0650","Riverside",182
"G0600670","1930","California","060","Sacramento","0670","Sacramento",134
"G0600690","1930","California","060","San Benito","0690","San Benito",46
"G0600710","1930","California","060","San Bernardino","0710","San Bernardino",578
"G0600730","1930","California","060","San Diego","0730","San Diego",101
"G0600750","1930","California","060","San Francisco","0750","San Francisco",3724
"G0600770","1930","California","060","San Joaquin","0770","San Joaquin",198
"G0600790","1930","California","060","San Luis Obispo","0790","San Luis Obispo",39
"G0600810","1930","California","060","San Mateo","0810","San Mateo",125
"G0600830","1930","California","060","Santa Barbara","0830","Santa Barbara",75
"G0600850","1930","California","060","Santa Clara","0850","Santa Clara",300
"G0600870","1930","California","060","Santa Cruz","0870","Santa Cruz",234
"G0600890","1930","California","060","Shasta","0890","Shasta",24
"G0600910","1930","California","060","Sierra","0910","Sierra",12
"G0600930","1930","California","060","Siskiyou","0930","Siskiyou",27
"G0600950","1930","California","060","Solano","0950","Solano",105
"G0600970","1930","California","060","Sonoma","0970","Sonoma",139
"G0600990","1930","California","060","Stanislaus","0990","Stanislaus",126
"G0601010","1930","California","060","Sutter","1010","Sutter",167
"G0601030","1930","California","060","Tehama","1030","Tehama",25
"G0601050","1930","California","060","Trinity","1050","Trinity",16
"G0601070","1930","California","060","Tulare","1070","Tulare",127
"G0601090","1930","California","060","Tuolumne","1090","Tuolumne",17
"G0601110","1930","California","060","Ventura","1110","Ventura",326
"G0601130","1930","California","060","Yolo","1130","Yolo",138
"G0601150","1930","California","060","Yuba","1150","Yuba",64
"G0800010","1930","Colorado","080","Adams","0010","Adams",42
"G0800030","1930","Colorado","080","Alamosa","0030","Alamosa",30
"G0800050","1930","Colorado","080","Arapahoe","0050","Arapahoe",39
"G0800070","1930","Colorado","080","Archuleta","0070","Archuleta",12
"G0800090","1930","Colorado","080","Baca","0090","Baca",15
"G0800110","1930","Colorado","080","Bent","0110","Bent",19
"G0800130","1930","Colorado","080","Boulder","0130","Boulder",89
"G0800150","1930","Colorado","080","Chaffee","0150","Chaffee",42
"G0800170","1930","Colorado","080","Cheyenne","0170","Cheyenne",12
"G0800190","1930","Colorado","080","Clear Creek","0190","Clear Creek",41
"G0800210","1930","Colorado","080","Conejos","0210","Conejos",38
"G0800230","1930","Colorado","080","Costilla","0230","Costilla",12
"G0800250","1930","Colorado","080","Crowley","0250","Crowley",21
"G0800270","1930","Colorado","080","Custer","0270","Custer",11
"G0800290","1930","Colorado","080","Delta","0290","Delta",56
"G0800310","1930","Colorado","080","Denver","0310","Denver",752
"G0800330","1930","Colorado","080","Dolores","0330","Dolores",7
"G0800350","1930","Colorado","080","Douglas","0350","Douglas",23
"G0800370","1930","Colorado","080","Eagle","0370","Eagle",25
"G0800390","1930","Colorado","080","Elbert","0390","Elbert",14
"G0800410","1930","Colorado","080","El Paso","0410","El Paso",16
"G0800430","1930","Colorado","080","Fremont","0430","Fremont",20
"G0800450","1930","Colorado","080","Garfield","0450","Garfield",34
"G0800470","1930","Colorado","080","Gilpin","0470","Gilpin",10
"G0800490","1930","Colorado","080","Grand","0490","Grand",15
"G0800510","1930","Colorado","080","Gunnison","0510","Gunnison",19
"G0800530","1930","Colorado","080","Hinsdale","0530","Hinsdale",21
"G0800550","1930","Colorado","080","Huerfano","0550","Huerfano",10
"G0800570","1930","Colorado","080","Jackson","0570","Jackson",11
"G0800590","1930","Colorado","080","Jefferson","0590","Jefferson",93
"G0800610","1930","Colorado","080","Kiowa","0610","Kiowa",12
"G0800630","1930","Colorado","080","Kit Carson","0630","Kit Carson",15
"G0800650","1930","Colorado","080","Lake","0650","Lake",12
"G0800670","1930","Colorado","080","La Plata","0670","La Plata",18
"G0800690","1930","Colorado","080","Larimer","0690","Larimer",41
"G0800710","1930","Colorado","080","Las Animas","0710","Las Animas",6
"G0800730","1930","Colorado","080","Lincoln","0730","Lincoln",11
"G0800750","1930","Colorado","080","Logan","0750","Logan",27
"G0800770","1930","Colorado","080","Mesa","0770","Mesa",47
"G0800790","1930","Colorado","080","Mineral","0790","Mineral",25
"G0800810","1930","Colorado","080","Moffat","0810","Moffat",9
"G0800830","1930","Colorado","080","Montezuma","0830","Montezuma",18
"G0800850","1930","Colorado","080","Montrose","0850","Montrose",34
"G0800870","1930","Colorado","080","Morgan","0870","Morgan",31
"G0800890","1930","Colorado","080","Otero","0890","Otero",29
"G0800910","1930","Colorado","080","Ouray","0910","Ouray",16
"G0800930","1930","Colorado","080","Park","0930","Park",8
"G0800950","1930","Colorado","080","Phillips","0950","Phillips",30
"G0800970","1930","Colorado","080","Pitkin","0970","Pitkin",28
"G0800990","1930","Colorado","080","Prowers","0990","Prowers",26
"G0801010","1930","Colorado","080","Pueblo","1010","Pueblo",12
"G0801030","1930","Colorado","080","Rio Blanco","1030","Rio Blanco",15
"G0801050","1930","Colorado","080","Rio Grande","1050","Rio Grande",74
"G0801070","1930","Colorado","080","Routt","1070","Routt",16
"G0801090","1930","Colorado","080","Saguache","1090","Saguache",19
"G0801130","1930","Colorado","080","San Miguel","1130","San Miguel",10
"G0801150","1930","Colorado","080","Sedgwick","1150","Sedgwick",35
"G0801170","1930","Colorado","080","Summit","1170","Summit",23
"G0801190","1930","Colorado","080","Teller","1190","Teller",10
"G0801210","1930","Colorado","080","Washington","1210","Washington",12
"G0801230","1930","Colorado","080","Weld","1230","Weld",38
"G0801250","1930","Colorado","080","Yuma","1250","Yuma",16
"G0900010","1930","Connecticut","090","Fairfield","0010","Fairfield",473
"G0900030","1930","Connecticut","090","Hartford","0030","Hartford",220
"G0900050","1930","Connecticut","090","Litchfield","0050","Litchfield",93
"G0900070","1930","Connecticut","090","Middlesex","0070","Middlesex",101
"G0900090","1930","Connecticut","090","New Haven","0090","New Haven",188
"G0900110","1930","Connecticut","090","New London","0110","New London",72
"G0900130","1930","Connecticut","090","Tolland","0130","Tolland",80
"G0900150","1930","Connecticut","090","Windham","0150","Windham",61
"G1000010","1930","Delaware","100","Kent","0010","Kent",58
"G1000030","1930","Delaware","100","New Castle","0030","New Castle",139
"G1000050","1930","Delaware","100","Sussex","0050","Sussex",53
"G1200010","1930","Florida","120","Alachua","0010","Alachua",39
"G1200030","1930","Florida","120","Baker","0030","Baker",32
"G1200050","1930","Florida","120","Bay","0050","Bay",18
"G1200070","1930","Florida","120","Bradford","0070","Bradford",42
"G1200090","1930","Florida","120","Brevard","0090","Brevard",444
